Time	Flux	Well	Substrate-Temperature	Substrate-OP	Ni-Temperature	Ni-OP	CuBase-Temperature	CuBase-OP	CuTip-Temperature	CuTip-OP	Mn-Temperature	Mn-OP	Sb-Temperature	Sb-OP
20201202135115	0	0	250.0	5.1	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135120	0	0	250.0	4.8	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135123	0	0	250.0	4.7	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135127	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.5	823.0	69.3	424.6	34.9
20201202135130	0	0	250.0	4.9	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	34.8
20201202135134	0	0	250.0	5.0	600.0	11.0	999.9	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135138	0	0	250.0	4.9	600.0	11.0	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135142	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.7
20201202135145	0	0	250.0	4.5	600.0	11.0	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.4
20201202135148	0	0	250.0	5.1	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135152	0	0	250.0	4.8	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135156	0	0	250.0	4.9	600.0	11.0	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135159	0	0	250.0	5.2	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.4	424.6	34.9
20201202135202	0	0	250.0	5.2	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135206	0	0	250.0	5.9	600.0	10.9	1000.0	21.0	1180.0	41.5	823.0	69.3	424.6	34.5
20201202135209	0	0	250.0	4.0	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135212	0	0	250.0	5.2	600.0	11.0	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135215	0	0	250.1	5.2	600.0	11.0	1000.0	21.0	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135218	0	0	250.0	4.5	600.0	11.0	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135222	0	0	250.0	5.6	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135225	0	0	250.1	4.3	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.2	424.6	34.9
20201202135228	0	0	250.0	5.2	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	35.1
20201202135231	0	0	250.0	5.0	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135235	0	0	250.0	4.2	600.0	11.0	1000.0	20.6	1180.0	41.6	823.0	69.4	424.6	34.9
20201202135238	0	0	250.0	5.7	600.0	11.0	1000.1	20.5	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135241	0	0	250.0	4.3	600.0	10.9	1000.1	21.0	1180.0	41.6	823.0	69.4	424.6	34.7
20201202135244	0	0	250.0	4.8	600.0	10.9	999.9	20.9	1180.0	41.5	823.0	69.3	424.6	35.0
20201202135247	0	0	250.0	5.4	600.0	11.0	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135251	0	0	250.0	4.1	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135254	0	0	250.0	5.6	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.9
20201202135257	0	0	250.0	4.8	600.0	11.0	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135301	0	0	250.0	5.0	600.0	11.0	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135304	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.5	823.0	69.3	424.6	34.9
20201202135307	0	0	250.0	5.1	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135312	0	0	250.0	4.7	600.0	11.0	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135316	0	0	250.0	4.9	600.0	11.0	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135319	0	0	250.0	5.3	600.0	11.0	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135323	0	0	250.0	4.9	600.0	10.9	1000.1	21.0	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135326	0	0	250.0	5.0	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	34.6
20201202135331	0	0	250.0	4.9	600.0	11.0	999.9	20.7	1180.0	41.6	823.0	69.2	424.6	35.0
20201202135334	0	0	250.0	4.7	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135338	0	0	250.0	5.2	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135341	0	0	250.0	4.9	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135344	0	0	250.0	4.5	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135348	0	0	250.0	4.9	600.0	11.0	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	34.7
20201202135351	0	0	250.0	4.4	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.4	424.6	34.9
20201202135355	0	0	250.0	5.1	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135358	0	0	250.0	4.9	600.0	11.0	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.5
20201202135402	0	0	250.0	5.0	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135406	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135409	0	0	250.0	4.6	600.0	10.9	999.9	21.0	1180.0	41.5	823.0	69.3	424.6	35.2
20201202135412	0	0	250.0	4.1	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135415	0	0	250.0	4.1	600.0	10.9	1000.0	20.9	1180.0	41.5	823.0	69.4	424.6	34.6
20201202135419	0	0	249.9	5.6	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135422	0	0	250.0	5.1	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	35.1
20201202135425	0	0	250.0	4.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135428	0	0	250.0	5.6	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135432	0	0	250.0	4.3	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135435	0	0	250.0	5.3	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	35.2
20201202135438	0	0	250.0	4.7	600.0	11.0	1000.1	20.6	1180.0	41.6	823.0	69.4	424.6	35.0
20201202135441	0	0	250.0	4.7	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135444	0	0	250.0	5.5	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	34.8
20201202135448	0	0	250.0	4.3	600.0	10.9	1000.0	20.4	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135451	0	0	250.0	5.2	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	34.9
20201202135454	0	0	250.1	4.4	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.2
20201202135457	0	0	250.0	4.5	600.0	11.0	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135500	0	0	250.0	5.6	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.5
20201202135504	0	0	250.0	4.4	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.5
20201202135507	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	35.1
20201202135510	0	0	250.0	4.8	600.0	10.9	1000.0	21.1	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135513	0	0	250.0	4.9	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135517	0	0	250.0	4.9	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.4	424.6	34.7
20201202135522	0	0	250.0	5.0	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135525	0	0	250.0	4.8	600.0	11.0	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135529	0	0	250.0	4.5	600.0	10.9	1000.1	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135532	0	0	250.0	5.1	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135535	0	0	250.0	4.8	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135540	0	0	250.0	4.9	600.0	11.0	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135543	0	0	250.0	5.0	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135547	0	0	250.0	4.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135550	0	0	250.0	5.1	600.0	11.0	999.9	20.9	1180.0	41.6	823.0	69.4	424.6	35.0
20201202135553	0	0	250.0	4.6	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135558	0	0	250.0	4.8	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135601	0	0	250.0	5.1	600.0	11.0	1000.0	20.8	1180.0	41.5	823.0	69.3	424.6	34.9
20201202135605	0	0	250.0	4.6	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.2	424.6	34.9
20201202135608	0	0	250.0	4.9	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135611	0	0	250.0	4.8	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135616	0	0	250.0	5.1	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	34.9
20201202135619	0	0	250.0	5.2	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135622	0	0	250.0	5.6	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.5
20201202135626	0	0	250.0	5.4	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135629	0	0	250.0	4.5	600.0	10.9	1000.0	21.1	1180.0	41.6	823.0	69.4	424.6	34.6
20201202135632	0	0	250.0	4.8	600.0	11.0	1000.0	20.5	1180.1	41.6	823.0	69.3	424.6	34.7
20201202135635	0	0	250.0	5.2	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.4	424.6	35.0
20201202135638	0	0	250.0	4.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135642	0	0	250.0	5.5	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	34.9
20201202135645	0	0	250.1	4.4	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135648	0	0	250.0	4.6	600.0	11.0	1000.0	21.1	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135651	0	0	250.0	5.3	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135654	0	0	250.0	4.2	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135658	0	0	249.9	5.8	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.4	424.6	34.7
20201202135701	0	0	250.1	4.3	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135704	0	0	249.9	4.8	600.0	10.9	1000.2	20.7	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135707	0	0	250.0	5.4	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135710	0	0	250.0	3.9	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135714	0	0	250.0	5.7	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135717	0	0	250.0	5.1	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135720	0	0	250.0	5.2	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.4
20201202135724	0	0	250.0	4.9	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135727	0	0	250.0	4.9	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.4	424.6	34.9
20201202135731	0	0	250.0	4.9	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135735	0	0	250.0	5.0	600.0	10.9	999.9	20.9	1180.0	41.5	823.0	69.3	424.6	34.5
20201202135738	0	0	250.0	5.1	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.4	424.6	35.1
20201202135741	0	0	250.0	4.6	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135744	0	0	250.0	4.9	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.4	424.6	35.2
20201202135749	0	0	250.0	4.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135752	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135755	0	0	250.0	5.1	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135759	0	0	250.0	4.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135802	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135807	0	0	250.0	5.0	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135810	0	0	250.0	5.0	600.0	10.9	1000.2	20.5	1180.0	41.5	823.0	69.3	424.6	34.7
20201202135813	0	0	250.0	5.3	600.0	10.9	1000.0	21.1	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135816	0	0	250.0	4.7	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	34.9
20201202135820	0	0	250.0	5.0	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	34.9
20201202135824	0	0	250.0	4.7	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.3	424.6	34.4
20201202135828	0	0	250.0	4.9	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135831	0	0	250.0	5.7	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135834	0	0	250.0	4.1	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135837	0	0	250.0	4.8	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.1
20201202135840	0	0	250.0	4.1	600.0	10.9	1000.1	20.4	1180.0	41.6	823.0	69.2	424.6	35.0
20201202135844	0	0	250.0	5.8	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135847	0	0	250.1	4.2	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135850	0	0	249.9	5.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135853	0	0	250.1	4.7	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.4	424.6	34.9
20201202135856	0	0	250.0	4.3	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.4	424.6	35.2
20201202135900	0	0	250.0	5.7	600.0	11.0	1000.2	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135903	0	0	250.0	4.0	600.0	11.0	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135906	0	0	250.0	5.7	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	34.6
20201202135909	0	0	250.0	4.6	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	35.1
20201202135912	0	0	250.0	4.6	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.2
20201202135916	0	0	250.0	5.7	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.5
20201202135919	0	0	250.0	4.1	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.4	424.6	34.8
20201202135922	0	0	250.0	5.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.4
20201202135925	0	0	250.0	4.3	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135928	0	0	250.0	5.4	600.0	10.9	1000.2	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202135932	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	34.6
20201202135935	0	0	250.0	4.7	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135939	0	0	250.0	4.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202135943	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202135946	0	0	250.0	5.0	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135950	0	0	250.0	4.9	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202135953	0	0	250.0	4.9	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.2	424.6	35.0
20201202135957	0	0	250.0	4.9	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140001	0	0	250.0	4.8	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.5
20201202140004	0	0	249.9	5.4	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140008	0	0	250.0	5.0	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140011	0	0	250.0	4.8	600.0	10.9	1000.1	20.7	1180.1	41.5	823.0	69.2	424.6	34.9
20201202140015	0	0	250.0	4.7	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140019	0	0	250.0	4.9	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140022	0	0	250.0	5.2	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140026	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	34.8
20201202140029	0	0	250.0	5.0	600.0	11.0	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140032	0	0	250.0	5.0	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.5
20201202140037	0	0	250.0	4.6	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140040	0	0	250.0	5.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140043	0	0	250.0	4.7	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.5
20201202140046	0	0	250.0	4.5	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140049	0	0	250.0	5.7	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.2	424.6	34.9
20201202140053	0	0	250.0	4.2	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140056	0	0	250.0	5.3	600.0	10.9	1000.1	20.4	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140059	0	0	250.0	5.0	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140102	0	0	250.0	4.0	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.2	424.6	34.6
20201202140106	0	0	250.0	5.7	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140109	0	0	250.0	4.3	600.0	10.9	1000.0	21.1	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140112	0	0	250.0	5.0	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140115	0	0	250.0	5.2	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140118	0	0	250.0	4.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140122	0	0	250.0	5.4	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140125	0	0	250.0	4.4	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140128	0	0	250.0	5.0	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140131	0	0	250.0	5.0	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140134	0	0	250.0	4.7	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140138	0	0	250.0	5.5	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140141	0	0	250.0	5.3	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.2	424.6	34.8
20201202140144	0	0	250.0	4.7	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140147	0	0	250.0	4.9	600.0	10.9	1000.1	20.5	1180.0	41.6	823.0	69.3	424.6	34.4
20201202140152	0	0	250.0	5.0	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140155	0	0	250.0	4.5	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140159	0	0	250.0	5.2	600.0	11.0	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140202	0	0	250.0	4.8	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140206	0	0	250.0	4.9	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140211	0	0	250.0	4.9	600.0	10.9	1000.0	20.4	1180.0	41.6	823.0	69.4	424.6	34.6
20201202140214	0	0	250.0	4.8	600.0	10.9	1000.0	20.7	1180.0	41.5	823.0	69.3	424.6	34.8
20201202140218	0	0	250.0	4.5	600.0	10.9	1000.0	21.0	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140221	0	0	250.0	4.9	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140224	0	0	250.0	4.9	600.0	10.9	1000.1	20.9	1180.0	41.5	823.0	69.3	424.6	35.1
20201202140229	0	0	250.0	4.7	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140232	0	0	250.0	4.8	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140236	0	0	250.0	4.6	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.5
20201202140239	0	0	250.0	4.9	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.2	424.6	35.2
20201202140242	0	0	250.0	4.9	600.0	10.9	1000.0	20.6	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140247	0	0	250.0	4.9	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.2	424.6	34.9
20201202140250	0	0	250.0	4.9	600.0	10.9	1000.0	20.5	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140253	0	0	250.0	5.3	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140256	0	0	250.0	5.5	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.4	424.6	35.1
20201202140300	0	0	250.0	4.2	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140303	0	0	250.0	5.5	600.0	11.0	1000.0	21.0	1180.0	41.6	823.0	69.4	424.6	34.5
20201202140306	0	0	250.1	4.4	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.4	424.6	34.7
20201202140309	0	0	249.9	4.8	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140312	0	0	250.0	5.0	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.4	424.6	34.5
20201202140316	0	0	250.0	4.1	600.0	10.9	1000.0	20.8	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140319	0	0	250.0	5.5	600.0	10.9	999.9	20.9	1180.0	41.6	823.0	69.4	424.6	34.8
20201202140322	0	0	250.1	4.8	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140325	0	0	250.0	4.5	600.0	10.9	1000.1	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140328	0	0	250.0	5.6	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140332	0	0	250.0	4.1	600.0	10.9	1000.2	20.3	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140335	0	0	250.0	5.5	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140338	0	0	250.1	4.3	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.2	424.6	34.7
20201202140341	0	0	250.0	4.8	600.0	10.9	999.9	20.7	1180.0	41.6	823.0	69.3	424.6	35.0
20201202140344	0	0	250.0	5.0	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140348	0	0	250.0	4.5	600.0	10.9	1000.0	20.9	1180.0	41.6	823.0	69.3	424.6	34.7
20201202140351	0	0	250.0	4.6	600.0	10.9	999.9	21.1	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140354	0	0	250.0	5.0	600.0	10.9	999.9	20.8	1180.0	41.6	823.0	69.3	424.6	34.6
20201202140357	0	0	250.0	4.8	600.0	10.9	999.9	21.0	1180.0	41.6	823.0	69.3	424.6	34.8
20201202140402	0	0	250.0	4.9	600.0	10.9	1000.1	20.4	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140406	0	0	250.0	5.1	600.0	10.9	1000.0	20.7	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140409	0	0	250.0	4.7	600.0	10.9	999.8	21.0	1180.0	41.6	823.0	69.4	424.6	34.6
20201202140412	0	0	250.0	4.8	600.0	10.9	1000.1	20.6	1180.0	41.6	823.0	69.3	424.6	34.9
20201202140416	0	0	250.0	4.9	600.0	10.9	1000.1	20.8	1180.0	41.6	823.0	69.3	424.6	35.1
20201202140421	0	0	250.0	4.9	600.0	10.9	999.9	21.2	1180.0	41.6	823.0	69.4	424.6	35.2
20201202140424	0	0	250.0	5.1	600.0	10.9	1000.1	20.3	1180.0	41.6	823.0	69.3	424.6	34.7
